word	Tag	D
Marboe	n	0.0002869814805740201
vor	r	0.0002869814805740201
gelingen	v	0.0002869814805740201
Grete	n	0.0002869814805740201
Walter	n	0.00028495340103017414
Fischer	n	0.0002840744882266998
natürlich	r	0.00028116749587937947
Uhr	n	0.00028116749587937947
Zilk	n	0.00028089724194248233
Außenminister	n	0.00027535351118473884
als	v	0.00027244651883741853
Frauenberger	n	0.00027244651883741853
sollen	v	0.0002689990186163036
weit	a	0.0002666325341427779
modern	a	0.0002628466289919832
gratulieren	v	0.0002628466289919832
loben	v	0.0002628466289919832
Anliegen	n	0.0002628466289919832
sagen	v	0.0002614272083147143
Land	n	0.0002608185494481373
und	a	0.0002587904699042913
österreichisch	a	0.00025791155710081686
Bewegung	n	0.00025703264429734256
lang	a	0.00025703264429734256
Freitag	n	0.00025500456475349655
aber	r	0.0002547343108165994
Unternehmen	n	0.0002541256519500222
Blümel	n	0.0002541256519500222
Unterstützung	n	0.00024540467490806125
Sepp	n	0.00024249768256074094
können	v	0.0002416869207500492
erhalten	v	0.00023959069021342063
bemühen	v	0.00022999080036798528
planen	v	0.00022999080036798528
Prammer	n	0.00022999080036798528
Landesparteisekretär	n	0.00022999080036798528
entstehen	v	0.00022999080036798528
Generalsekretär	n	0.00022999080036798528
Sieg	n	0.00022999080036798528
heute	n	0.00022999080036798528
Claudia	n	0.00022999080036798528
denn	n	0.00022999080036798528
Beweis	n	0.00022999080036798528
werden	a	0.00022505572847681906
ehemalig	a	0.00022505572847681906
City	n	0.00022417681567334465
zeigen	n	0.00022417681567334465
europäisch	a	0.00022417681567334465
Sabine	n	0.00022417681567334465
Salzburger	a	0.00022417681567334465
Eltern	n	0.00022417681567334465
sozial	a	0.00022417681567334465
Bildung	n	0.00022417681567334465
Standort	n	0.00022417681567334465
Gretner	n	0.00022417681567334465
stark	a	0.00022126982332602434
endlich	r	0.00022126982332602434
feiern	v	0.00022126982332602434
Gemeinde	n	0.00022126982332602434
oder	n	0.00022126982332602434
Gesundheitsstadtrat	n	0.00022126982332602434
Gabriele	n	0.00021836283097870397
reduzieren	v	0.00021836283097870397
Klestil	n	0.00021836283097870397
übernehmen	v	0.00021545583863138366
Mann	n	0.00021545583863138366
Vorsitzende	n	0.00021545583863138366
Hand	n	0.00021545583863138366
rot-grün	r	0.00021545583863138366
Fritz	n	0.00021545583863138366
Ursula	n	0.00021545583863138366
Finanzstadtrat	n	0.00021545583863138366
Bürger	n	0.00021545583863138366
schaffen	v	0.00021545583863138366
Alexander	n	0.00021518558469448652
finden	v	0.0002134277590875377
Straße	n	0.00021254884628406335
dort	r	0.00021254884628406335
Thema	n	0.0002105207667402174
kündigen	v	0.00020964185393674303
bis	n	0.00020673486158942272
auf	n	0.00020558569484905123
künftig	r	0.0002038278692421024
betonen	v	0.0002009208768947821
jung	a	0.00019801388454746178
Kunst	n	0.00019713497174398737
Entwicklung	n	0.00019713497174398737
positiv	r	0.00019713497174398737
Auftakt	n	0.00019713497174398737
Kompetenz	n	0.00019713497174398737
Wohnbau	n	0.00019713497174398737
urban	a	0.00019713497174398737
einigen	v	0.00019713497174398737
Landtagswahl	n	0.00019713497174398737
drei	n	0.00019713497174398737
Stelle	n	0.00019713497174398737
Neubau	n	0.00019713497174398737
Nummer	n	0.00019713497174398737
treten	n	0.00019713497174398737
ÖVP	a	0.00019713497174398737
@card@	a	0.00019713497174398737
ebenso	n	0.00019713497174398737
Höhe	n	0.00019713497174398737
erfolgreich	a	0.00019713497174398737
frei	a	0.00019713497174398737
Stadtchef	n	0.00019713497174398737
Gaal	n	0.00019713497174398737
nehmen	v	0.00019598580500361572
Wirtschaft	n	0.00019510689220014147
Bundespräsident	n	0.00019219989985282116
Österreich	n	0.00019192964591592402
ähnlich	r	0.00019132098704934675
Integrationsstadträtin	n	0.00019132098704934675
Zeichen	n	0.00019132098704934675
Möglichkeit	n	0.00019132098704934675
vertreten	v	0.00019132098704934675
Siemens	n	0.00019132098704934675
Wissenschaft	n	0.00019132098704934675
gemeinsam	a	0.00019132098704934675
zusätzlich	a	0.00019132098704934675
Franz	n	0.00018929290750550084
präsentieren	n	0.00018841399470202644
prominent	a	0.00018841399470202644
bringen	n	0.00018841399470202644
Team	n	0.00018841399470202644
Nachfolger	n	0.00018841399470202644
Favorit	n	0.00018841399470202644
Chance	n	0.00018550700235470612
ganz	a	0.00018550700235470612
Eröffnung	n	0.00018550700235470612
international	a	0.00018550700235470612
EU	n	0.00018550700235470612
Reinhold	n	0.00018260001000738576
gestern	n	0.00018260001000738576
Marek	n	0.00017969301766006544
jedenfalls	r	0.00017969301766006544
Sozialminister	n	0.00017475794576889917
Bereich	n	0.00017387903296542482
derzeit	r	0.00017387903296542482
gehen	n	0.00017387903296542482
wählen	v	0.0001709720406181045
zuständig	a	0.0001680650482707842
gehen	v	0.00016488780198656663
feiern	n	0.0001642791431199895
klein	r	0.0001642791431199895
Meidlinger	n	0.0001642791431199895
unten	r	0.0001642791431199895
Markus	n	0.0001642791431199895
Hanke	n	0.0001642791431199895
Korun	n	0.0001642791431199895
Karriere	n	0.0001642791431199895
überzeugen	v	0.0001642791431199895
übergeben	v	0.0001642791431199895
engagieren	v	0.0001642791431199895
li.	n	0.0001642791431199895
Wunder	n	0.0001642791431199895
Gang	n	0.0001642791431199895
Kaufmann	n	0.0001642791431199895
Konrad	n	0.0001642791431199895
betonen	n	0.0001642791431199895
Vision	n	0.0001642791431199895
Sebastian	v	0.0001642791431199895
Viktor	n	0.0001642791431199895
1	n	0.0001642791431199895
Bürgermeister	r	0.0001642791431199895
oder	a	0.0001642791431199895
besetzen	v	0.0001642791431199895
Festakt	n	0.0001642791431199895
richtig	a	0.0001642791431199895
Salcher	n	0.0001642791431199895
Montagabend	n	0.0001642791431199895
Nationalratsabgeordnete	n	0.0001642791431199895
Haas	n	0.0001642791431199895
Wein	n	0.0001642791431199895
Architekt	n	0.0001642791431199895
Rathausplatz	n	0.0001642791431199895
Re.	n	0.0001642791431199895
Viertel	n	0.0001642791431199895
links	r	0.0001642791431199895
rot	r	0.0001642791431199895
Bures	n	0.0001642791431199895
ja	n	0.0001642791431199895
Sander	n	0.0001642791431199895
Deutschland	n	0.0001642791431199895
zehn	n	0.0001642791431199895
Harmonie	n	0.0001642791431199895
Region	n	0.0001642791431199895
Jubiläum	n	0.0001642791431199895
sichern	v	0.0001642791431199895
5	n	0.0001642791431199895
Döbling	n	0.0001642791431199895
inzwischen	r	0.0001642791431199895
Maier	n	0.0001642791431199895
rechtlich	a	0.0001642791431199895
einander	r	0.0001642791431199895
wesentlich	r	0.0001642791431199895
Veranstaltung	n	0.0001642791431199895
Offensive	n	0.0001642791431199895
Mittelpunkt	n	0.0001642791431199895
durchaus	r	0.0001642791431199895
Publikum	n	0.0001642791431199895
oben	r	0.0001642791431199895
Wirtschaftskammerchef	n	0.0001642791431199895
Krankenhaus	n	0.0001642791431199895
europäisch	n	0.0001642791431199895
glücklich	r	0.0001642791431199895
gehen	r	0.0001642791431199895
Wien	a	0.0001642791431199895
Sozialdemokrat	n	0.0001642791431199895
Stöger	n	0.0001642791431199895
Beitrag	n	0.0001642791431199895
Nationalratspräsidentin	n	0.0001642791431199895
beliebt	a	0.0001642791431199895
es	v	0.00015934407122882325
Michael	v	0.00015846515842534884
zählen	v	0.00015846515842534884
Österreich	v	0.00015846515842534884
ein	n	0.00015846515842534884
Gesellschaft	n	0.00015846515842534884
SPÖ	a	0.00015846515842534884
Form	n	0.00015846515842534884
Vienna	n	0.00015846515842534884
Kampf	n	0.00015846515842534884
verhindern	v	0.00015846515842534884
leisten	v	0.00015846515842534884
Beginn	n	0.00015555816607802853
Welt	n	0.00015555816607802853
aus	a	0.00015555816607802853
Klima	n	0.00015555816607802853
groß	r	0.00015555816607802853
erstmals	r	0.00015555816607802853
Freund	n	0.00015555816607802853
künftig	n	0.00015555816607802853
Kraus	n	0.00015555816607802853
hoffen	v	0.00015555816607802853
Verkehrsstadtrat	n	0.00015265117373070822
Hofer	n	0.00015265117373070822
vorstellen	v	0.00015265117373070822
Interesse	n	0.00015265117373070822
–	n	0.00015265117373070822
SP	n	0.00015238091979381091
Debatte	n	0.0001497441813833879
Aktion	n	0.0001497441813833879
Pasterk	n	0.0001497441813833879
Zukunft	n	0.00014683718903606754
Georg	n	0.00014683718903606754
Stimme|Stimmen	n	0.00014683718903606754
ebenfalls	r	0.00014393019668874722
gut	n	0.00014393019668874722
Sonntag	n	0.00014393019668874722
Spindelegger	n	0.00014393019668874722
Sandra	n	0.00014393019668874722
kommen	n	0.00014393019668874722
Kind	n	0.0001410232043414269
damals	r	0.0001410232043414269
Heinz	n	0.0001410232043414269
alt	a	0.0001410232043414269
schon	n	0.0001410232043414269
Diskussion	n	0.0001381162119941066
Minister	n	0.0001381162119941066
Salzburg	n	0.00013520921964678629
machen	n	0.00013520921964678629
St.	a	0.0001314233144959916
Neutralität	n	0.0001314233144959916
Fußball-EM	n	0.0001314233144959916
entsprechend	a	0.0001314233144959916
Kooperation	n	0.0001314233144959916
Arbeitslosigkeit	n	0.0001314233144959916
Lebensqualität	n	0.0001314233144959916
Experte	n	0.0001314233144959916
wieder	a	0.0001314233144959916
U-Bahn	n	0.0001314233144959916
Stelle|Stellen	n	0.0001314233144959916
verbessern	v	0.0001314233144959916
Mutter	n	0.0001314233144959916
Donauinsel	n	0.0001314233144959916
können	a	0.0001314233144959916
Alois	n	0.0001314233144959916
errichten	v	0.0001314233144959916
Erkenntnis	n	0.0001314233144959916
gut	v	0.0001314233144959916
entwickeln	v	0.0001314233144959916
vorne	r	0.0001314233144959916
aussehen	v	0.0001314233144959916
Dr.	n	0.0001314233144959916
erfreuen	n	0.0001314233144959916
Spannung	n	0.0001314233144959916
Lehrer	n	0.0001314233144959916
Zuwanderer	n	0.0001314233144959916
Verbesserung	n	0.0001314233144959916
gratis	r	0.0001314233144959916
Fahrgast	n	0.0001314233144959916
Stadtwerk	n	0.0001314233144959916
Landauer	n	0.0001314233144959916
Amtskollege	n	0.0001314233144959916
Wahlkampfthema	n	0.0001314233144959916
jetzt	v	0.0001314233144959916
notwendig	a	0.0001314233144959916
Verleihung	n	0.0001314233144959916
Leo	n	0.0001314233144959916
SPÖ-Spitzenkandidat	n	0.0001314233144959916
Vorbild	n	0.0001314233144959916
wirtschaftlich	a	0.0001314233144959916
jung	r	0.0001314233144959916
Mariahilfer	a	0.0001314233144959916
kaufen	v	0.0001314233144959916
Lager	n	0.0001314233144959916
meist	r	0.0001314233144959916
Stadion	n	0.0001314233144959916
Türkei	n	0.0001314233144959916
verleihen	v	0.0001314233144959916
Star	n	0.0001314233144959916
spätestens	r	0.0001314233144959916
einladen	v	0.0001314233144959916
geschehen	v	0.0001314233144959916
Einsatz	n	0.0001314233144959916
bekommen	n	0.0001314233144959916
Lage	n	0.0001314233144959916
Titel	n	0.0001314233144959916
gratulieren	n	0.0001314233144959916
Inhalt	n	0.0001314233144959916
auszeichnen	n	0.0001314233144959916
kümmern	v	0.0001314233144959916
sondern	v	0.0001314233144959916
bilden	v	0.0001314233144959916
Gewinner	n	0.0001314233144959916
freiwillig	a	0.0001314233144959916
Flasche	n	0.0001314233144959916
Teil|Teilen	n	0.0001314233144959916
Schaffung	n	0.0001314233144959916
Finanz-	n	0.0001314233144959916
Netzwerk	n	0.0001314233144959916
unterwegs	r	0.0001314233144959916
BMW	n	0.0001314233144959916
Ausstellung	n	0.0001314233144959916
Tiroler	a	0.0001314233144959916
Toni	n	0.0001314233144959916
Clemens	n	0.0001314233144959916
Mitteleuropa	n	0.0001314233144959916
leiten	v	0.0001314233144959916
Ausgabe	n	0.0001314233144959916
Gebiet	n	0.0001314233144959916
Jahrhundert	n	0.0001314233144959916
lernen	v	0.0001314233144959916
Frank	n	0.0001314233144959916
Neuhuber	n	0.0001314233144959916
ernst	r	0.0001314233144959916
Lehrling	n	0.0001314233144959916
signalisieren	v	0.0001314233144959916
persönlich	a	0.0001314233144959916
Festival	n	0.0001314233144959916
toll	a	0.0001314233144959916
Stunde	n	0.0001314233144959916
Prater	n	0.0001314233144959916
kürzlich	n	0.0001314233144959916
Nachfolge	n	0.0001314233144959916
recht|rechts	a	0.0001314233144959916
erfahren	a	0.0001314233144959916
besetzt	a	0.0001314233144959916
breit	a	0.0001314233144959916
rechts	r	0.0001314233144959916
Bezirkschef	n	0.0001314233144959916
Kaup-Hasler	n	0.0001314233144959916
gesellschaftlich	a	0.0001314233144959916
gehen	a	0.0001314233144959916
international	n	0.0001314233144959916
froh	r	0.0001314233144959916
Wahlkarte	n	0.0001314233144959916
designiert	a	0.0001314233144959916
Prominenz	n	0.0001314233144959916
Wahlziel	n	0.0001314233144959916
Fraktion	n	0.0001314233144959916
Auszeichnung	n	0.0001314233144959916
Gemeindewohnung	n	0.0001314233144959916
Karin	n	0.0001314233144959916
eröffnet	v	0.0001314233144959916
Masse	n	0.0001314233144959916
derzeit	n	0.0001314233144959916
zweit	n	0.0001314233144959916
Bekenntnis	n	0.0001314233144959916
fertig	r	0.0001314233144959916
Miete	n	0.0001314233144959916
Palais	n	0.0001314233144959916
begrüßen	n	0.0001314233144959916
schauen	v	0.0001314233144959916
stärken	v	0.0001314233144959916
stolz	r	0.0001314233144959916
Bildungsministerin	n	0.0001314233144959916
Mensch	n	0.00012648824260482535
hoch	a	0.00012648824260482535
sie	n	0.00012648824260482535
ja	r	0.00012648824260482535
Doris	n	0.00012560932980135094
darauf	n	0.00012560932980135094
umsetzen	v	0.00012560932980135094
Museumsquartier	n	0.00012560932980135094
deutsch	a	0.00012560932980135094
ziehen	v	0.00012560932980135094
viele	n	0.00012560932980135094
@card@	v	0.00012560932980135094
längst	r	0.00012560932980135094
fixieren	v	0.00012560932980135094
insgesamt	r	0.00012560932980135094
Donau	n	0.00012560932980135094
knapp	r	0.00012560932980135094
rücken	v	0.00012270233745403063
Wien	r	0.00012270233745403063
Angebot	n	0.00012270233745403063
jedoch	r	0.00012270233745403063
zahlreich	a	0.00012270233745403063
Richtung	n	0.00012270233745403063
Vorstand	n	0.00012270233745403063
beide	n	0.00012270233745403063
Jugendliche	n	0.00012270233745403063
entscheiden	v	0.00011979534510671031
Modell	n	0.00011979534510671031
versprechen	v	0.00011688835275939
beschließen	v	0.00011688835275939
Arbeit	n	0.00011688835275939
Volkspartei	n	0.00011688835275939
Verhandlung	n	0.00011688835275939
Reform	n	0.00011688835275939
offen	r	0.00011688835275939
Vorjahr	n	0.00011398136041206969
bieten	v	0.00011398136041206969
Ernst	n	0.00011398136041206969
auf	r	0.00011398136041206969
eine	n	0.00011114251905753204
deutlich	r	0.00011107436806474932
Bezirksvorsteher	n	0.00011107436806474932
erst	n	0.00010816737571742901
Idee	n	0.00010816737571742901
heißen	v	0.0001052603833701087
Euro	n	0.0001041112166297372
Wohnung	n	0.00010235339102278838
bei	n	0.00010120422428241678
erklären	v	0.00010032531147894242
Volksanwaltschaft	n	9.856748587199369e-05
jährlich	a	9.856748587199369e-05
Ausschuss	n	9.856748587199369e-05
regional	a	9.856748587199369e-05
Brücke	n	9.856748587199369e-05
Broschüre	n	9.856748587199369e-05
Mayer	n	9.856748587199369e-05
Petra	n	9.856748587199369e-05
spät	a	9.856748587199369e-05
schön	a	9.856748587199369e-05
Delegierte	n	9.856748587199369e-05
Organisation	n	9.856748587199369e-05
Liberale	n	9.856748587199369e-05
Universitätsrat	n	9.856748587199369e-05
Menschenrecht	n	9.856748587199369e-05
NÖ	n	9.856748587199369e-05
Gelegenheit	n	9.856748587199369e-05
Meidling	n	9.856748587199369e-05
Petition	n	9.856748587199369e-05
um	r	9.856748587199369e-05
unterzeichnen	a	9.856748587199369e-05
ermöglichen	v	9.856748587199369e-05
weltweit	a	9.856748587199369e-05
klassisch	a	9.856748587199369e-05
praktisch	a	9.856748587199369e-05
Info	n	9.856748587199369e-05
erreichen	n	9.856748587199369e-05
Dynamik	n	9.856748587199369e-05
EU-Parlamentarier	n	9.856748587199369e-05
besuchen	n	9.856748587199369e-05
Frieden	n	9.856748587199369e-05
trennen	v	9.856748587199369e-05
aufnehmen	v	9.856748587199369e-05
Klaus	n	9.856748587199369e-05
Reinhard	n	9.856748587199369e-05
global	r	9.856748587199369e-05
gemischt	a	9.856748587199369e-05
Adria	n	9.856748587199369e-05
Kara	n	9.856748587199369e-05
zukunftsorientiert	a	9.856748587199369e-05
Stichwahl	n	9.856748587199369e-05
melden	n	9.856748587199369e-05
beenden	n	9.856748587199369e-05
dank	n	9.856748587199369e-05
Antwort	n	9.856748587199369e-05
Cortolezis-Schlager	n	9.856748587199369e-05
Objekt	n	9.856748587199369e-05
stechen	v	9.856748587199369e-05
Katharina	n	9.856748587199369e-05
selbstverständlich	r	9.856748587199369e-05
Schiene	n	9.856748587199369e-05
Dominik	n	9.856748587199369e-05
Parteivorstand	n	9.856748587199369e-05
demonstrativ	r	9.856748587199369e-05
Holding	n	9.856748587199369e-05
einhalten	v	9.856748587199369e-05
Mädchen	n	9.856748587199369e-05
Läufer	n	9.856748587199369e-05
Ersatz	n	9.856748587199369e-05
Kossina	n	9.856748587199369e-05
Highlight	n	9.856748587199369e-05
Trend	n	9.856748587199369e-05
obwohl	n	9.856748587199369e-05
Ära	n	9.856748587199369e-05
Fonds	n	9.856748587199369e-05
Sportstadträtin	n	9.856748587199369e-05
Ringler	n	9.856748587199369e-05
fallen|fällen	n	9.856748587199369e-05
Wirkung	n	9.856748587199369e-05
Schaltzentrale	n	9.856748587199369e-05
ständig	a	9.856748587199369e-05
ungeheuer	a	9.856748587199369e-05
Harry	n	9.856748587199369e-05
teilen	v	9.856748587199369e-05
Boot	n	9.856748587199369e-05
fest	n	9.856748587199369e-05
aufbauen	v	9.856748587199369e-05
dynamisch	a	9.856748587199369e-05
Gesundheitssprecherin	n	9.856748587199369e-05
ansagen	v	9.856748587199369e-05
Anerkennung	n	9.856748587199369e-05
weltweit	r	9.856748587199369e-05
Mitbürger	n	9.856748587199369e-05
präsentiert	v	9.856748587199369e-05
aufstellen	v	9.856748587199369e-05
Baustelle	n	9.856748587199369e-05
Seele	n	9.856748587199369e-05
Erwin	r	9.856748587199369e-05
sanieren	v	9.856748587199369e-05
einfach	n	9.856748587199369e-05
intellektuell	a	9.856748587199369e-05
womit	r	9.856748587199369e-05
Mittel|Mitteln	n	9.856748587199369e-05
Hinweis	n	9.856748587199369e-05
Festwoche	n	9.856748587199369e-05
Patientenanwältin	n	9.856748587199369e-05
neppen	n	9.856748587199369e-05
verändern	v	9.856748587199369e-05
Sepp	v	9.856748587199369e-05
Armut	n	9.856748587199369e-05
ab	a	9.856748587199369e-05
überraschend	r	9.856748587199369e-05
riesig	a	9.856748587199369e-05
ungewöhnlich	a	9.856748587199369e-05
Hampel-Fuchs	n	9.856748587199369e-05
Wurm	n	9.856748587199369e-05
zwei	v	9.856748587199369e-05
antreten	v	9.856748587199369e-05
rot-grün	n	9.856748587199369e-05
Garage	n	9.856748587199369e-05
Kultur-	n	9.856748587199369e-05
Wendt	n	9.856748587199369e-05
Roland	n	9.856748587199369e-05
Masterplan	n	9.856748587199369e-05
spielen	n	9.856748587199369e-05
zugleich	r	9.856748587199369e-05
zusätzlich	n	9.856748587199369e-05
Messner	n	9.856748587199369e-05
zusagen	v	9.856748587199369e-05
bewahren	v	9.856748587199369e-05
Tobisch	n	9.856748587199369e-05
Wirtschaftsstadträtin	n	9.856748587199369e-05
ÖGB-Präsident	n	9.856748587199369e-05
Bundeskanzler	r	9.856748587199369e-05
Jahr	r	9.856748587199369e-05
jede	n	9.856748587199369e-05
Cap	n	9.856748587199369e-05
Bundesliste	n	9.856748587199369e-05
Karlheinz	n	9.856748587199369e-05
Suche	n	9.856748587199369e-05
Fachhochschule	n	9.856748587199369e-05
Feier	n	9.856748587199369e-05
Christian	v	9.856748587199369e-05
Glanz	n	9.856748587199369e-05
Bundesebene	n	9.856748587199369e-05
Zell	n	9.856748587199369e-05
einstimmig	r	9.856748587199369e-05
Bundesparteiobmann	n	9.856748587199369e-05
Darabos	n	9.856748587199369e-05
Sektion	n	9.856748587199369e-05
Frauenstadträtin	n	9.856748587199369e-05
Areal	n	9.856748587199369e-05
verdienen	v	9.856748587199369e-05
Empfang	n	9.856748587199369e-05
erstmals	n	9.856748587199369e-05
Führungskraft	n	9.856748587199369e-05
bürgerlich	a	9.856748587199369e-05
Wallner	n	9.856748587199369e-05
Umweltschutz	n	9.856748587199369e-05
Elke	n	9.856748587199369e-05
lindern	v	9.856748587199369e-05
wohnen	v	9.856748587199369e-05
Original	n	9.856748587199369e-05
Haupt	n	9.856748587199369e-05
Kirche	n	9.856748587199369e-05
ÖVP-Gemeinderat	n	9.856748587199369e-05
Theaterreform	n	9.856748587199369e-05
anlässlich	n	9.856748587199369e-05
Rektor	n	9.856748587199369e-05
Simmeringer	n	9.856748587199369e-05
Becher	n	9.856748587199369e-05
Rosenkranz	n	9.856748587199369e-05
Universität	n	9.856748587199369e-05
Jänner	v	9.856748587199369e-05
diesjährig	a	9.856748587199369e-05
organisieren	v	9.856748587199369e-05
notwendig	n	9.856748587199369e-05
inner	a	9.856748587199369e-05
alt	v	9.856748587199369e-05
Umbenennung	n	9.856748587199369e-05
Liebe	n	9.856748587199369e-05
Parteimanager	n	9.856748587199369e-05
Ring	n	9.856748587199369e-05
überhaupt	n	9.856748587199369e-05
sinnvoll	r	9.856748587199369e-05
funktionieren	n	9.856748587199369e-05
Glas	n	9.856748587199369e-05
Kraut	n	9.856748587199369e-05
Voranschlag	n	9.856748587199369e-05
bis	v	9.856748587199369e-05
Landesliste	n	9.856748587199369e-05
Instrument	n	9.856748587199369e-05
Applaus	n	9.856748587199369e-05
erkennen	v	9.856748587199369e-05
Woller	n	9.856748587199369e-05
verstärkt	a	9.856748587199369e-05
Biosphärenpark	n	9.856748587199369e-05
locken	v	9.856748587199369e-05
steigern	v	9.856748587199369e-05
Häupl	a	9.856748587199369e-05
Aufdecker	n	9.856748587199369e-05
Reise	n	9.856748587199369e-05
starten	n	9.856748587199369e-05
betonen	a	9.856748587199369e-05
Rücken	n	9.856748587199369e-05
illegal	a	9.856748587199369e-05
Ansage	n	9.856748587199369e-05
Ruttenstorfer	n	9.856748587199369e-05
rein	r	9.856748587199369e-05
wagen	r	9.856748587199369e-05
Jahr	a	9.856748587199369e-05
Rose	n	9.856748587199369e-05
Erlös	n	9.856748587199369e-05
Podiumsdiskussion	n	9.856748587199369e-05
ab	v	9.856748587199369e-05
sozial	r	9.856748587199369e-05
feierlich	a	9.856748587199369e-05
Kommunikation	n	9.856748587199369e-05
spüren	v	9.856748587199369e-05
Prämie	n	9.856748587199369e-05
leistbar	a	9.856748587199369e-05
holen	n	9.856748587199369e-05
Partei	r	9.856748587199369e-05
führen	n	9.856748587199369e-05
Charta	n	9.856748587199369e-05
Stammersdorf	n	9.856748587199369e-05
vorlegen	v	9.856748587199369e-05
einflussreich	a	9.856748587199369e-05
würdigen	v	9.856748587199369e-05
Soziale	n	9.856748587199369e-05
ÖVP-Klubobmann	n	9.856748587199369e-05
Stadterneuerung	n	9.856748587199369e-05
Gusenbauer	a	9.856748587199369e-05
ein	r	9.856748587199369e-05
Steinhof	n	9.856748587199369e-05
Strache	v	9.856748587199369e-05
Geschäftsführerin	n	9.856748587199369e-05
Premiere	n	9.856748587199369e-05
Unterrichtsministerin	n	9.856748587199369e-05
Kreativität	n	9.856748587199369e-05
selb	a	9.856748587199369e-05
Institution	n	9.856748587199369e-05
jährlich	n	9.856748587199369e-05
Veronica	n	9.856748587199369e-05
Life	n	9.856748587199369e-05
Stadtregierung	n	9.856748587199369e-05
anlässlich	r	9.856748587199369e-05
mobilisieren	v	9.856748587199369e-05
Zeitplan	n	9.856748587199369e-05
intensiv	a	9.856748587199369e-05
umfassend	a	9.856748587199369e-05
Appell	n	9.856748587199369e-05
Budapest	n	9.856748587199369e-05
Wirtschafts-Uni	n	9.856748587199369e-05
jubeln	v	9.856748587199369e-05
Anteil	n	9.856748587199369e-05
Kapitel	n	9.856748587199369e-05
Berlin	n	9.856748587199369e-05
folgen	n	9.856748587199369e-05
Eistraum	n	9.856748587199369e-05
Parteizentrale	n	9.856748587199369e-05
Hülle	n	9.856748587199369e-05
Angst	n	9.856748587199369e-05
senken	v	9.856748587199369e-05
Eisenstadt	n	9.856748587199369e-05
